request_id,timestamp,user_id,tier,sla_ms,task_type,model_id,backend,latency_ms,quality_score,success
10251b62-65c0-46f2-8944-e36d64080a17,2025-12-13T12:14:48.096446,user_344,free,800,summarization,mixtral-8x7b,k8s,584,0.807,True
c483bfce-8cbc-4568-a8da-27c78be06425,2025-12-14T15:16:07.096446,user_28,free,800,reasoning,llama-3-70b,aws,607,0.907,True
78bd7ba5-d354-4547-99a5-19b0d3aeee33,2025-12-16T22:07:12.096446,user_72,pro,300,code-gen,mistral-7b,k8s,164,0.935,True
d792653c-5f9e-4b1e-8df0-6a8fa102f758,2025-12-15T02:54:14.096446,user_474,pro,300,summarization,gpt-3.5-turbo,aws,179,0.901,True
5f55482c-1003-424a-9451-2f0845710b93,2025-12-15T01:38:04.096446,user_80,pro,300,reasoning,claude-2.1,neocloud,209,0.918,True
01214fbe-68e1-4139-8d22-70d50cb6dc6d,2025-12-13T22:58:33.096446,user_362,pro,300,reasoning,mixtral-8x7b,k8s,201,0.927,True
6ca7bcb7-beda-4012-abc6-4476da27273e,2025-12-13T09:45:32.096446,user_270,free,800,reasoning,mistral-7b,k8s,546,0.801,True
5a028dcb-cbf7-4821-9193-7ec8f94c5130,2025-12-14T11:35:21.096446,user_253,free,800,reasoning,gpt-4,aws,561,0.854,True
f05b90f5-53ab-4e9c-8dc7-3224fb5add54,2025-12-13T19:11:48.096446,user_22,pro,300,classification,mistral-7b,k8s,86,0.906,True
db9f8a79-ac3c-4b0f-ad53-ea312f01e917,2025-12-16T17:31:53.096446,user_157,pro,300,qa,gpt-3.5-turbo,aws,212,0.767,True
defb754c-2685-4444-97e0-c6706a4707b4,2025-12-16T01:45:30.096446,user_153,pro,300,code-gen,falcon-180b,neocloud,197,0.85,True
f830208a-9c2b-42a0-90bf-662604ffda46,2025-12-13T18:21:18.096446,user_302,free,800,summarization,falcon-180b,neocloud,559,0.892,True
414553e5-6cc5-4ed3-bc62-9a8cb90a72f0,2025-12-14T16:50:09.096446,user_385,free,800,qa,mistral-7b,k8s,492,0.777,True
8f475b68-2f81-4e38-8716-2fe188338727,2025-12-16T23:16:38.096446,user_252,pro,300,reasoning,mistral-7b,k8s,260,0.841,True
563d3da2-c1e2-44ed-976a-8f4f4a760fe2,2025-12-15T09:09:14.096446,user_150,free,800,code-gen,llama-2-13b,neocloud,514,0.834,True
0fd4b4fe-b8fc-4825-9c64-5a73b1b9638c,2025-12-14T21:36:28.096446,user_306,free,800,code-gen,gemma-7b,k8s,559,0.92,True
f3f819d5-25ca-4c60-b570-b9c5a3cc5287,2025-12-17T02:27:02.096446,user_434,pro,300,summarization,falcon-180b,neocloud,99,0.944,True
04e9aa83-f768-4626-8cbe-b90bf5d84b73,2025-12-15T10:47:55.096446,user_239,pro,300,reasoning,falcon-180b,neocloud,192,0.92,True
2abe2e5a-124f-489b-8568-5fb2e0e2e658,2025-12-17T07:01:14.096446,user_238,free,800,qa,mistral-7b,k8s,590,0.804,True
d06d3b28-08bc-449e-9a59-b0fb7fa3a741,2025-12-12T13:43:10.096446,user_40,free,800,reasoning,claude-3-opus,aws,570,0.951,True
1fa57410-f55c-4001-81f6-f46b5dd484ed,2025-12-16T01:19:57.096446,user_68,pro,300,classification,gpt-3.5-turbo,aws,189,0.845,True
cdb91731-d863-437d-93a2-d4da54f072ef,2025-12-17T03:22:58.096446,user_70,pro,300,classification,claude-2.1,neocloud,159,0.924,True
a5c508b3-b5b4-43fe-bb1f-4c088f4e0490,2025-12-15T23:09:41.096446,user_14,free,800,reasoning,llama-3-70b,aws,528,0.82,True
c50f3723-f9a7-456e-ac48-e4f2f8b56b22,2025-12-14T16:15:13.096446,user_202,pro,300,classification,mixtral-8x7b,k8s,263,0.858,True
544e5bac-7e72-48fa-90a6-547960bb558b,2025-12-12T15:54:15.096446,user_260,free,800,reasoning,gemma-7b,k8s,472,0.823,True
4b69f83e-80d4-41eb-8a5c-600d5c6a7463,2025-12-15T08:06:50.096446,user_463,pro,300,qa,gpt-4,aws,159,0.877,True
fa849c80-508f-44b9-96e4-1cc74356ecd6,2025-12-13T12:51:51.096446,user_453,free,800,summarization,gemma-7b,k8s,524,0.796,True
c262d23a-67be-486c-8217-7f490a0169d8,2025-12-13T05:58:20.096446,user_69,free,800,code-gen,falcon-180b,neocloud,541,0.862,True
229533d0-17b7-44d8-87ff-cc3233b73fad,2025-12-17T04:57:13.096446,user_342,pro,300,code-gen,llama-3-70b,aws,142,0.898,True
5f6a0a08-fab5-4999-ab73-016893cf258f,2025-12-16T21:19:49.096446,user_27,pro,300,reasoning,mixtral-8x7b,k8s,35,0.935,True
17beaec6-46f1-45aa-b705-d61fc20f4d62,2025-12-14T06:40:49.096446,user_59,pro,300,qa,llama-3-70b,aws,202,0.956,True
bf3fb002-eb15-4565-aa5c-67c403f26dcb,2025-12-12T13:19:15.096446,user_336,free,800,reasoning,claude-3-opus,aws,600,0.816,True
1c888459-6fd0-449b-be07-f30dd2dc0311,2025-12-15T14:38:41.096446,user_205,enterprise,150,classification,falcon-180b,neocloud,96,0.81,True
fe7072b8-fd9a-4325-b738-3e608e036ef9,2025-12-16T08:59:43.096446,user_238,free,800,classification,mixtral-8x7b,k8s,539,0.757,True
5350735b-db20-46f7-8805-f2cf80e371be,2025-12-12T10:52:00.096446,user_411,pro,300,classification,llama-2-13b,neocloud,292,0.82,True
4a32eee5-977f-474b-ad4e-277626cdca5f,2025-12-16T14:45:13.096446,user_375,pro,300,classification,claude-2.1,neocloud,210,0.773,True
9cd32b8c-7c09-4385-8b07-9143b3f7a7db,2025-12-16T12:40:36.096446,user_459,free,800,reasoning,gpt-3.5-turbo,aws,538,0.759,True
db3bcf93-2eb0-43c5-a9fe-d03683ce6ddb,2025-12-14T06:19:15.096446,user_5,free,800,reasoning,claude-2.1,neocloud,589,0.83,True
e1cd4a6c-c0bb-45fc-bfa1-734e96bfd634,2025-12-12T23:05:12.096446,user_360,free,800,reasoning,gpt-3.5-turbo,aws,593,0.798,True
c710f6aa-9602-48d9-87fa-ec4874b4d7fd,2025-12-12T13:38:47.096446,user_49,free,800,classification,claude-3-opus,aws,495,0.861,True
b82085e5-74b1-46d7-8484-4a65f00ac5d2,2025-12-16T15:33:33.096446,user_45,pro,300,reasoning,gpt-3.5-turbo,aws,288,0.903,True
46f691c8-7aa0-48e5-8820-5402abbb8185,2025-12-12T17:31:54.096446,user_441,pro,300,code-gen,gpt-4,aws,150,0.903,True
ed59c5d1-463c-4b14-bd88-e10bfb418e33,2025-12-16T17:27:08.096446,user_254,free,800,code-gen,falcon-180b,neocloud,498,0.624,True
1eaa3b54-0757-43e4-a692-ac7009dee997,2025-12-16T19:02:07.096446,user_193,enterprise,150,qa,llama-2-13b,neocloud,75,0.816,True
dfcaf97a-e5f6-478d-8f43-1049944dc011,2025-12-13T14:33:26.096446,user_493,free,800,reasoning,falcon-180b,neocloud,621,0.926,True
a7806368-01af-4f8e-b273-8e6dba2018d9,2025-12-15T13:00:37.096446,user_277,free,800,classification,claude-2.1,neocloud,517,0.926,True
99ba704e-2119-404e-90fe-bd584dd21b2d,2025-12-15T15:24:12.096446,user_84,free,800,qa,falcon-180b,neocloud,473,0.891,True
9149e34a-79af-4a94-b14c-c7976ec0f4fa,2025-12-15T07:56:43.096446,user_322,pro,300,qa,mixtral-8x7b,k8s,218,0.877,True
67b5e81c-04b1-4a28-850c-828cb209f364,2025-12-15T23:40:25.096446,user_473,pro,300,code-gen,claude-2.1,neocloud,201,0.795,True
ff073e15-8603-4d1b-9282-cd3eb221590c,2025-12-14T02:39:19.096446,user_276,enterprise,150,classification,gemma-7b,k8s,169,0.798,True
2a946832-55c5-435b-987d-9f94b827071a,2025-12-17T08:21:37.096446,user_364,pro,300,classification,llama-3-70b,aws,166,0.766,True
a65cbd2c-24f3-44c4-b779-3b5dad8bfd03,2025-12-15T14:18:32.096446,user_411,free,800,reasoning,llama-2-13b,neocloud,613,0.939,True
55dfbd50-f399-4c24-9eb0-1b6c315290bc,2025-12-16T10:27:18.096446,user_365,free,800,qa,mixtral-8x7b,k8s,476,0.827,True
67f68372-947f-49f2-bdb4-f36aa290cc24,2025-12-14T18:07:02.096446,user_397,free,800,classification,gpt-4,aws,621,0.753,True
e6160ba6-6843-4535-850e-90838fb95aef,2025-12-13T18:24:59.096446,user_33,pro,300,code-gen,claude-3-opus,aws,267,0.935,True
3f5be214-359a-4c52-b349-be1efbd30958,2025-12-16T18:35:40.096446,user_227,free,800,classification,mixtral-8x7b,k8s,607,0.874,True
4fadfd78-c384-43bb-9fd8-18366154dc17,2025-12-16T09:23:07.096446,user_268,pro,300,code-gen,gemma-7b,k8s,176,0.949,True
a13ad77d-bf33-4bc1-91ef-70cf42d58048,2025-12-16T18:45:28.096446,user_445,free,800,classification,gemma-7b,k8s,547,0.908,True
4c9f3254-10bc-4acc-9add-0c50c76ad37f,2025-12-14T07:12:29.096446,user_237,free,800,code-gen,falcon-180b,neocloud,518,0.795,True
49768e56-f597-4a93-abf8-23ee66c53b16,2025-12-13T13:35:29.096446,user_226,pro,300,classification,gemma-7b,k8s,234,0.922,True
3f48869c-c3d5-4d21-835a-8e66490db970,2025-12-16T12:49:43.096446,user_193,free,800,classification,llama-2-13b,neocloud,626,0.81,True
9c667e41-753b-44a1-a45b-6708cb30b438,2025-12-14T01:55:29.096446,user_402,free,800,qa,gemma-7b,k8s,510,0.902,True
6713c0de-704a-4d12-b840-8fb405034817,2025-12-12T10:07:49.096446,user_405,free,800,reasoning,claude-3-opus,aws,561,0.773,True
ab7eb875-7d96-415c-a395-2fe19eeec70c,2025-12-14T09:28:59.096446,user_425,free,800,qa,falcon-180b,neocloud,578,0.809,True
502026c2-d137-4476-a092-4b6de821b739,2025-12-14T07:38:23.096446,user_485,free,800,classification,llama-2-13b,neocloud,527,0.819,True
020cd320-f594-4bf1-ab72-ad29571b3d58,2025-12-15T21:20:05.096446,user_260,enterprise,150,classification,falcon-180b,neocloud,105,0.909,True
07ce7883-de85-40fa-bb53-1c8869db20fd,2025-12-14T15:20:09.096446,user_264,enterprise,150,classification,llama-3-70b,aws,152,0.932,True
2c55887c-79de-4c11-8932-0fbaa776ad49,2025-12-12T10:22:56.096446,user_10,enterprise,150,qa,mistral-7b,k8s,127,0.807,True
57d39350-3e96-49c3-a688-bc2a8872a59b,2025-12-13T18:40:09.096446,user_389,pro,300,qa,gemma-7b,k8s,161,0.877,True
cc43e529-d919-43cb-a40d-b617bdfb275b,2025-12-15T00:32:31.096446,user_46,free,800,summarization,mixtral-8x7b,k8s,547,0.909,True
1d8277fe-1597-4989-b2ee-ddc6cf53d950,2025-12-14T02:04:03.096446,user_262,free,800,qa,gemma-7b,k8s,619,0.952,True
ede83359-3b95-4d8e-a946-9d0ffcb738b6,2025-12-14T05:30:54.096446,user_206,pro,300,summarization,llama-2-13b,neocloud,258,0.895,True
d47f492f-23a8-486b-8f45-c9abbbecd398,2025-12-14T17:12:19.096446,user_251,free,800,qa,mixtral-8x7b,k8s,525,0.759,True
2ab7dce6-a7b9-40cd-a86d-516e4f3220e6,2025-12-15T02:53:42.096446,user_363,free,800,classification,llama-3-70b,aws,612,0.881,True
4ffe10fd-00cf-419a-ad7a-7f5799bde580,2025-12-15T09:16:45.096446,user_480,pro,300,reasoning,claude-3-opus,aws,249,0.905,True
c01f7cd9-ea0f-4772-8f2b-09c91a74de2f,2025-12-15T15:56:56.096446,user_257,free,800,code-gen,gemma-7b,k8s,587,0.815,True
fcbcff08-1375-4c18-b124-31676c36417b,2025-12-13T08:12:20.096446,user_441,pro,300,reasoning,mistral-7b,k8s,298,0.786,True
67509b69-8a7c-4ef7-8c90-2e4b8e32349d,2025-12-13T21:21:45.096446,user_4,free,800,summarization,llama-3-70b,aws,502,0.883,True
637b5c54-1c2f-47e8-a21f-ce03fde7c32a,2025-12-14T18:47:07.096446,user_310,pro,300,summarization,mistral-7b,k8s,155,0.877,True
283e9844-77dc-4edf-8571-d2e6a14a4732,2025-12-13T08:02:12.096446,user_340,pro,300,code-gen,claude-3-opus,aws,305,0.899,True
06fcddae-1c31-4c57-8017-435160a34c0d,2025-12-12T23:27:59.096446,user_39,pro,300,summarization,mixtral-8x7b,k8s,149,0.93,True
325dc87e-68da-4320-9beb-f5e0834ac337,2025-12-17T08:22:53.096446,user_180,free,800,reasoning,llama-2-13b,neocloud,577,0.602,True
f3be8c54-8f18-4332-8997-6000b084747e,2025-12-16T19:54:25.096446,user_479,pro,300,qa,llama-2-13b,neocloud,321,0.886,True
4a3cf502-2f5b-48da-a5c9-d01a1e4526c6,2025-12-13T09:49:48.096446,user_53,pro,300,qa,gemma-7b,k8s,126,0.925,True
0ecdbbb8-d53e-4edf-be47-cfa1408b3165,2025-12-15T19:30:54.096446,user_385,enterprise,150,code-gen,gemma-7b,k8s,30,0.914,True
e4c496c7-57cd-4f8c-a1e4-2040d9de0bdf,2025-12-13T12:20:12.096446,user_379,free,800,code-gen,falcon-180b,neocloud,616,0.919,True
72298691-23b6-4fd1-8ecf-ce2d6fb0c0b7,2025-12-15T12:21:40.096446,user_201,free,800,reasoning,gpt-3.5-turbo,aws,573,0.859,True
b73d900a-2224-41da-a9ea-9f2a859d639f,2025-12-15T07:45:00.096446,user_370,free,800,qa,gpt-3.5-turbo,aws,634,0.876,True
7f032033-d39e-4961-873b-0f621cc197ca,2025-12-13T03:52:21.096446,user_370,pro,300,code-gen,llama-3-70b,aws,200,0.927,True
3bd0a6a0-9743-48a8-93db-ea4591bd4334,2025-12-16T21:27:34.096446,user_422,free,800,summarization,claude-2.1,neocloud,528,0.781,False
b727601b-82ef-4100-acb5-0cd9e690afcf,2025-12-16T02:23:48.096446,user_469,free,800,summarization,claude-2.1,neocloud,580,0.822,True
d8f8ef89-3fd2-40cd-a081-f6528f499d92,2025-12-15T06:25:49.096446,user_493,free,800,reasoning,gpt-4,aws,509,0.723,True
31b37983-b684-4c90-b01f-c8b4c4d84a6f,2025-12-16T06:11:13.096446,user_376,free,800,reasoning,claude-3-opus,aws,591,0.881,True
a867634c-5ba8-4cbc-83cd-ada984078d57,2025-12-12T09:16:28.096446,user_113,free,800,reasoning,llama-2-13b,neocloud,538,0.877,True
6e7c0852-546d-4b71-b773-b93bf51f9cc5,2025-12-13T15:30:07.096446,user_487,free,800,reasoning,mixtral-8x7b,k8s,582,0.802,True
072f0f0d-37a0-40a5-bcf2-2dc49134d903,2025-12-16T20:49:14.096446,user_271,free,800,code-gen,mistral-7b,k8s,589,0.802,False
94c72a06-7e65-48ab-93e4-1a08a3fe3519,2025-12-16T13:03:19.096446,user_327,pro,300,qa,llama-2-13b,neocloud,276,0.775,True
fc694d25-af91-46bc-94f9-49b2987057d1,2025-12-13T23:20:34.096446,user_418,enterprise,150,classification,mistral-7b,k8s,146,0.91,True
fe236cfb-5531-4da2-aea6-d3c20c890643,2025-12-15T18:08:02.096446,user_69,pro,300,qa,gpt-4,aws,230,0.745,True
73987ca8-6214-4a84-ac38-3bdd234e1c6f,2025-12-15T05:15:06.096446,user_407,free,800,code-gen,gemma-7b,k8s,533,0.771,True
e4f7fc6c-8aa7-4792-b79d-e7c1e0b60675,2025-12-12T15:05:28.096446,user_86,free,800,classification,mistral-7b,k8s,624,0.791,True
88597c67-4530-4336-8ef9-6af087ad78fb,2025-12-15T12:56:15.096446,user_297,pro,300,reasoning,mixtral-8x7b,k8s,74,0.932,True
268e05a2-ecb8-450f-8be3-88f696c1b743,2025-12-13T09:00:26.096446,user_467,free,800,reasoning,mistral-7b,k8s,554,0.921,True
4cdb9611-576f-45a0-8257-990d889f5678,2025-12-12T19:40:46.096446,user_82,free,800,qa,falcon-180b,neocloud,582,0.869,True
87abe653-2d73-4b18-a002-eb60fa3cf45a,2025-12-14T19:44:30.096446,user_106,pro,300,summarization,llama-3-70b,aws,198,0.916,True
e232fa84-84d1-419f-9718-2c921e1e0a0c,2025-12-12T12:01:24.096446,user_206,pro,300,qa,gemma-7b,k8s,116,0.87,True
050f2b4c-df38-42b1-8a45-93faf9f0d9a9,2025-12-16T21:55:49.096446,user_459,free,800,classification,claude-3-opus,aws,616,0.945,True
cd5807da-a492-4fa4-9f8a-a7c4c53a01db,2025-12-16T07:25:36.096446,user_321,free,800,qa,claude-3-opus,aws,583,0.759,True
60fa34c9-aa7a-496a-8e89-c5c8d9133644,2025-12-12T10:01:31.096446,user_33,free,800,qa,claude-3-opus,aws,562,0.913,True
921c85d9-6e19-47a0-a071-0a059515e605,2025-12-12T12:28:47.096446,user_425,pro,300,code-gen,gpt-3.5-turbo,aws,128,0.839,True
a1d8cc6b-068a-4798-a690-42ffad5b6f38,2025-12-14T17:34:34.096446,user_481,pro,300,reasoning,falcon-180b,neocloud,288,0.919,True
7dd5a23d-786e-42d9-b3cb-b60c10b12980,2025-12-13T09:19:44.096446,user_402,enterprise,150,code-gen,mixtral-8x7b,k8s,30,0.943,True
87de0309-75fd-4057-9622-1886147f5208,2025-12-16T22:22:51.096446,user_77,free,800,reasoning,mistral-7b,k8s,562,0.922,True
39ea8190-8f4c-4673-bb62-5f3e52ad83ae,2025-12-16T20:37:18.096446,user_210,free,800,qa,llama-3-70b,aws,586,0.763,True
18402637-7055-40f2-b430-5fddca4f6717,2025-12-14T00:24:28.096446,user_446,free,800,summarization,falcon-180b,neocloud,527,0.802,True
ae89f5cc-49ce-4261-8c8d-f57377c7c2b7,2025-12-15T08:04:55.096446,user_92,free,800,summarization,mixtral-8x7b,k8s,645,0.928,True
661e8549-017f-449d-80d3-0b11b0c14e6d,2025-12-14T09:25:13.096446,user_230,free,800,summarization,llama-2-13b,neocloud,514,0.754,True
a54c202a-df28-41f6-8ebd-40353e2af2de,2025-12-17T05:05:53.096446,user_491,free,800,code-gen,mistral-7b,k8s,485,0.766,True
80ca7404-18b8-4a94-a47d-1394ffe680b1,2025-12-16T02:10:04.096446,user_342,free,800,qa,falcon-180b,neocloud,571,0.817,True
9a794c7d-a12d-46fb-9b0d-f05d04a87598,2025-12-15T14:27:45.096446,user_482,free,800,classification,gemma-7b,k8s,467,0.751,True
be05e7ae-e6a1-4178-9d22-2ea4cbb94a89,2025-12-14T20:39:36.096446,user_484,free,800,classification,llama-2-13b,neocloud,561,0.956,True
7364c2f2-ac7b-447f-891b-f804ab26c40b,2025-12-15T06:25:30.096446,user_43,free,800,classification,claude-2.1,neocloud,465,0.818,True
241db71f-4803-4eab-93ab-a2054154f8e4,2025-12-13T18:30:00.096446,user_312,free,800,summarization,gpt-3.5-turbo,aws,524,0.861,True
42adb74e-81bd-463d-8838-f3f32af9f40a,2025-12-17T00:16:49.096446,user_225,free,800,classification,falcon-180b,neocloud,525,0.948,True
4a6778a3-46f7-41f1-ad62-83465e9a7a1c,2025-12-16T23:20:22.096446,user_28,free,800,reasoning,claude-2.1,neocloud,508,0.886,True
0fae41d7-e785-491f-a4b4-7b15845156f2,2025-12-13T19:00:33.096446,user_144,pro,300,qa,gemma-7b,k8s,220,0.771,True
bde2ad68-098e-446d-94aa-3845d8d35b9d,2025-12-15T19:08:07.096446,user_314,pro,300,summarization,mixtral-8x7b,k8s,234,0.872,True
8ac545a5-5122-4fbb-97f0-1d892b43895e,2025-12-14T22:59:13.096446,user_460,pro,300,classification,gpt-4,aws,185,0.893,True
655acd82-93e5-49b8-b352-1840fffcd18e,2025-12-12T17:01:56.096446,user_319,pro,300,summarization,llama-2-13b,neocloud,213,0.893,True
dc7ac6d4-688e-47a5-807a-b01b375f6e72,2025-12-15T20:12:56.096446,user_44,free,800,code-gen,gemma-7b,k8s,494,0.886,True
17f670ee-4829-4cc9-84fa-12dac66a5f88,2025-12-15T09:21:59.096446,user_70,free,800,code-gen,mixtral-8x7b,k8s,587,0.903,True
d1b96950-df3f-412e-a07c-cdedcf30a6f3,2025-12-16T22:07:12.096446,user_245,enterprise,150,classification,claude-2.1,neocloud,185,0.783,True
804faba4-2542-4476-bdb0-36cd0ac3b2a3,2025-12-13T18:37:51.096446,user_383,free,800,reasoning,mixtral-8x7b,k8s,559,0.806,True
fddda092-0ca5-4e11-8871-aeec48dff0fb,2025-12-13T19:22:14.096446,user_329,free,800,qa,llama-2-13b,neocloud,585,0.867,True
9c5868ea-ced3-4e11-a84d-e6345c08191f,2025-12-16T07:24:53.096446,user_230,free,800,qa,gpt-3.5-turbo,aws,548,0.775,True
82d1981b-0f50-4167-8aeb-0b85d7c8253d,2025-12-14T02:21:17.096446,user_392,pro,300,code-gen,gpt-3.5-turbo,aws,210,0.784,True
8601e393-8ef6-4d19-9a02-17847ef335e4,2025-12-16T14:26:51.096446,user_343,free,800,code-gen,llama-2-13b,neocloud,566,0.739,True
24566ba0-b116-46bf-8af1-48f9fbe5aa74,2025-12-15T20:36:18.096446,user_312,enterprise,150,qa,gemma-7b,k8s,82,0.903,True
9e3d9e2c-e0b7-4a0a-91e4-7f74c483b73d,2025-12-14T11:31:20.096446,user_153,free,800,reasoning,gpt-4,aws,547,0.88,True
b4975afb-bc29-4908-9eb9-d1f242712980,2025-12-16T22:29:44.096446,user_190,free,800,summarization,mixtral-8x7b,k8s,607,0.875,True
075e45a6-f829-40b3-9164-1f0f9fc8d823,2025-12-15T02:57:32.096446,user_280,free,800,qa,mistral-7b,k8s,562,0.808,True
190c48b2-a156-495e-98dc-c1de8bc74a2c,2025-12-14T16:47:51.096446,user_242,free,800,summarization,claude-3-opus,aws,620,0.951,True
45eb0859-648d-41e6-8fca-d8173d027f07,2025-12-13T00:42:14.096446,user_130,free,800,reasoning,claude-2.1,neocloud,531,0.788,True
da5b9675-b26a-4e7a-a935-8b6eed69e398,2025-12-14T13:35:35.096446,user_145,free,800,qa,mixtral-8x7b,k8s,555,0.853,True
a84888e0-5677-4e8d-95e4-b1ee0606b271,2025-12-15T00:18:56.096446,user_95,free,800,qa,gpt-3.5-turbo,aws,640,0.965,True
f48d1e30-66dd-4cff-9b29-104c7fff77a6,2025-12-13T04:39:33.096446,user_384,enterprise,150,qa,llama-2-13b,neocloud,146,0.824,True
0f670814-b814-4b32-a110-395bcfaf9909,2025-12-13T20:12:04.096446,user_123,free,800,summarization,gpt-4,aws,583,0.774,True
c20aceba-edfa-47a6-bc48-d1bded4034be,2025-12-12T23:03:34.096446,user_396,free,800,reasoning,claude-3-opus,aws,543,0.917,True
97618361-af58-4e65-bc81-ed056712b49f,2025-12-16T06:42:29.096446,user_261,pro,300,qa,claude-2.1,neocloud,199,0.793,True
77b493b3-e5c9-46b8-9df1-0f3d5281d53d,2025-12-12T12:54:27.096446,user_269,pro,300,summarization,gemma-7b,k8s,256,0.748,True
2b1fb916-d72f-400f-92cf-eb6c699dfbb2,2025-12-15T00:56:57.096446,user_382,free,800,code-gen,gpt-4,aws,559,0.909,False
588a58d5-dc51-49ac-adc9-294ecc2550fa,2025-12-14T19:04:01.096446,user_265,pro,300,code-gen,mistral-7b,k8s,187,0.942,True
bfe13a59-f0d5-42c5-821c-6541357ff7c7,2025-12-13T12:59:53.096446,user_19,pro,300,summarization,llama-3-70b,aws,289,0.902,True
d343c5ad-a0ad-42c3-af4d-1a2983a71fe8,2025-12-13T16:32:30.096446,user_454,free,800,reasoning,llama-2-13b,neocloud,573,0.933,True
c2850837-54ab-4f79-b6f3-85637db8549c,2025-12-12T12:41:29.096446,user_110,enterprise,150,reasoning,mixtral-8x7b,k8s,89,0.81,True
62c08228-f04d-496a-9704-9a29b0913c01,2025-12-14T19:00:35.096446,user_75,free,800,summarization,falcon-180b,neocloud,586,0.938,True
07f67e49-36d5-49dd-a51e-901369618d00,2025-12-16T20:27:22.096446,user_93,free,800,reasoning,gpt-4,aws,551,0.766,True
6e717ac6-20a5-4cae-a3f8-38adc3b4c4d0,2025-12-15T07:18:27.096446,user_221,free,800,reasoning,claude-2.1,neocloud,568,0.938,True
14e71ef7-92ba-4d3b-bc51-ee546f36e81d,2025-12-12T11:59:20.096446,user_126,pro,300,qa,claude-2.1,neocloud,235,0.878,True
f18bb2c8-8d57-4c85-a3f3-cd76fe7d71ba,2025-12-13T11:55:52.096446,user_368,free,800,classification,gemma-7b,k8s,531,0.934,True
9f27e704-cacf-4fa4-b63d-92ec2fc3fec4,2025-12-16T18:59:31.096446,user_72,free,800,classification,gpt-4,aws,511,0.82,True
c1a6e788-34d3-42db-beb9-f1b19dc6f0a1,2025-12-12T13:45:01.096446,user_297,free,800,classification,gemma-7b,k8s,524,0.953,True
c9511e37-2c96-4feb-b0c2-a85f92b44bd9,2025-12-15T09:04:27.096446,user_63,free,800,summarization,claude-3-opus,aws,529,0.939,True
4ee0e468-86ec-40f0-9d57-378a1dc21818,2025-12-15T13:24:06.096446,user_177,pro,300,classification,mistral-7b,k8s,207,0.811,True
b6685b87-38f7-4db7-a1d3-01e1f9f732db,2025-12-15T16:54:26.096446,user_483,free,800,code-gen,gemma-7b,k8s,500,0.884,True
f6bc3904-3131-4d23-9ab8-d5316b1d6295,2025-12-13T14:41:38.096446,user_448,free,800,reasoning,mixtral-8x7b,k8s,469,0.792,True
803347d7-7531-416a-8af5-cba2433c2d0a,2025-12-14T04:49:09.096446,user_74,enterprise,150,code-gen,gpt-3.5-turbo,aws,237,0.877,True
e61b8aa1-6e17-439e-b235-76a3c73acd23,2025-12-14T08:02:19.096446,user_289,pro,300,classification,falcon-180b,neocloud,258,0.903,True
03ce4246-4e50-4d21-b9f3-33c96b04ab57,2025-12-15T21:43:40.096446,user_133,enterprise,150,summarization,llama-2-13b,neocloud,105,0.936,True
7079e2eb-acc8-4644-8f27-808f4fb0f488,2025-12-12T19:05:23.096446,user_290,free,800,summarization,gemma-7b,k8s,565,0.752,True
aa103ce8-986b-483c-98ca-e265377b28cd,2025-12-17T02:10:15.096446,user_483,free,800,qa,llama-3-70b,aws,546,0.939,True
31d3c645-09dd-475b-896b-203a4b767085,2025-12-16T04:04:22.096446,user_303,free,800,classification,gpt-3.5-turbo,aws,633,0.825,True
fb4b878c-6c75-4661-8519-b7a60efde922,2025-12-16T02:56:01.096446,user_303,enterprise,150,reasoning,mistral-7b,k8s,121,0.847,True
2c69530a-2f16-4f22-850a-163b408e0b01,2025-12-16T20:09:03.096446,user_298,free,800,qa,claude-2.1,neocloud,529,0.947,True
d38e4304-17f8-4b39-b908-e60f912f2af1,2025-12-14T08:00:26.096446,user_175,free,800,reasoning,gemma-7b,k8s,600,0.78,True
ec0de3eb-740b-4b01-9676-57c95608b94b,2025-12-12T15:15:36.096446,user_383,free,800,classification,gemma-7b,k8s,503,0.814,True
0198a325-76a9-4d67-8538-a60a235bc7b4,2025-12-14T02:57:03.096446,user_415,enterprise,150,classification,gemma-7b,k8s,30,0.752,True
949c39dc-f84f-471c-bf25-a3ca5f7917d6,2025-12-13T15:00:39.096446,user_301,free,800,qa,claude-3-opus,aws,469,0.877,True
7d485e39-02f2-4808-8a41-ce3ea10a1404,2025-12-12T20:11:13.096446,user_297,free,800,reasoning,mixtral-8x7b,k8s,526,0.864,True
5cbe941f-17f6-41d3-ab05-4446a108908c,2025-12-17T04:08:44.096446,user_287,free,800,classification,llama-3-70b,aws,548,0.91,True
ba894bed-c227-46b4-b691-34da6d5082a3,2025-12-15T21:23:25.096446,user_417,pro,300,code-gen,gemma-7b,k8s,258,0.948,True
b1159061-002f-4c9e-9e18-eedd1786abb1,2025-12-17T01:43:11.096446,user_314,free,800,classification,gemma-7b,k8s,572,0.767,True
63b31723-71cd-4cb8-9e22-306800c6c058,2025-12-13T23:36:54.096446,user_411,free,800,code-gen,llama-3-70b,aws,420,0.786,True
2642d398-6783-4c15-9fec-f983129d9adb,2025-12-14T12:30:30.096446,user_297,free,800,reasoning,mixtral-8x7b,k8s,579,0.819,True
